Started,County,AcresBurned,Injuries,Fatalities,StructuresDestroyed,StructuresDamaged,PropetyValue Damage,Drought Index,Precipitation,Temperature,Heating Degree Days,Cooling Degree Days
201407,Sandiego,217.0,4.0,0.0,3.0,0.0,1569210.0,-7.01,0.22,78.4,0,313
201409,Humboldt,210.0,0.0,0.0,0.0,0.0,0.0,-5.53,0.72,72.2,7,224
201405,Lake,175.0,0.0,0.0,0.0,0.0,0.0,-6.05,0.35,64.6,91,80
201406,Mariposa,220.0,1.0,0.0,0.0,0.0,0.0,-6.77,0.06,71.9,25,151
201406,Santaclara,125.0,0.0,0.0,0.0,0.0,0.0,-6.77,0.06,71.9,25,151
201403,Sandiego,125.0,0.0,0.0,0.0,0.0,0.0,-5.59,3.28,53.5,300,10
201406,Calaveras,205.0,1.0,0.0,1.0,0.0,253409.0,-6.77,0.06,71.9,25,151
201401,Placer,120.0,0.0,0.0,0.0,0.0,0.0,-5.88,0.54,50.1,341,10
201404,Inyo,113.0,0.0,0.0,0.0,0.0,0.0,-5.53,1.06,57.7,217,22
201401,Fresno,106.0,0.0,0.0,0.0,0.0,0.0,-5.88,0.54,50.1,341,10
201408,Modoc,101.0,0.0,0.0,0.0,0.0,0.0,-6.35,0.45,74.9,1,253
201409,Lake,100.0,0.0,0.0,0.0,0.0,0.0,-5.53,0.72,72.2,7,224
201409,Riverside,100.0,0.0,0.0,0.0,0.0,0.0,-5.53,0.72,72.2,7,224
201408,Nevada,84.0,0.0,0.0,0.0,0.0,0.0,-6.35,0.45,74.9,1,253
201408,Santaclara,80.0,0.0,0.0,0.0,0.0,0.0,-6.35,0.45,74.9,1,253
201407,Contracosta,80.0,0.0,0.0,0.0,0.0,0.0,-7.01,0.22,78.4,0,313
201407,Riverside,78.0,0.0,0.0,0.0,0.0,0.0,-7.01,0.22,78.4,0,313
201404,Monterey,75.0,0.0,0.0,0.0,0.0,0.0,-5.53,1.06,57.7,217,22
201409,Tuolumne,70.0,0.0,0.0,0.0,0.0,0.0,-5.53,0.72,72.2,7,224
201406,Solano,70.0,0.0,0.0,0.0,0.0,0.0,-6.77,0.06,71.9,25,151
201409,Inyo,65.0,0.0,0.0,0.0,0.0,0.0,-5.53,0.72,72.2,7,224
201401,Butte,60.0,0.0,0.0,0.0,0.0,0.0,-5.88,0.54,50.1,341,10
201405,Shasta,50.0,0.0,0.0,0.0,0.0,0.0,-6.05,0.35,64.6,91,80
201410,Sanbernardino,48.0,0.0,0.0,0.0,0.0,0.0,-5.3,1.06,64.4,60,96
201407,Sanluisobispo,47.0,0.0,0.0,0.0,0.0,0.0,-7.01,0.22,78.4,0,313
201406,Fresno,65.0,4.0,0.0,1.0,0.0,201080.0,-6.77,0.06,71.9,25,151
201407,Nevada,38.0,0.0,0.0,0.0,0.0,0.0,-7.01,0.22,78.4,0,313
201408,Humboldt,37.0,0.0,0.0,0.0,0.0,0.0,-6.35,0.45,74.9,1,253
201405,Stanislaus,37.0,0.0,0.0,0.0,0.0,0.0,-6.05,0.35,64.6,91,80
201406,Riverside,45.0,0.0,0.0,0.0,0.0,0.0,-6.77,0.06,71.9,25,151
201409,Napa,27.0,0.0,0.0,0.0,0.0,0.0,-5.53,0.72,72.2,7,224
201409,Ventura,25.0,0.0,0.0,0.0,0.0,0.0,-5.53,0.72,72.2,7,224
201408,Shasta,25.0,0.0,0.0,0.0,0.0,0.0,-6.35,0.45,74.9,1,253
201408,Sandiego,20.0,0.0,0.0,0.0,0.0,0.0,-6.35,0.45,74.9,1,253
201407,Trinity,15.0,0.0,0.0,0.0,0.0,0.0,-7.01,0.22,78.4,0,313
201407,Placer,14.0,0.0,0.0,0.0,0.0,0.0,-7.01,0.22,78.4,0,313
201408,Napa,6.0,0.0,0.0,0.0,0.0,0.0,-6.35,0.45,74.9,1,253
201507,Fresno,151683.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201507,Trinity,143000.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201507,Lake,69438.0,0.0,0.0,96.0,8.0,21200000.0,-4.85,0.66,75.0,0,233
201506,Sanbernardino,31459.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201507,Delnorte,30361.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201508,Lake,25355.0,0.0,0.0,27.0,0.0,5805000.0,-4.75,0.08,76.5,1,300
201508,Napa,25118.0,0.0,0.0,27.0,0.0,15930000.0,-4.75,0.08,76.5,1,300
201508,Lassen,10600.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201508,Delnorte,7509.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201502,Inyo,7000.0,4.0,0.0,40.0,5.0,33766250.0,-4.86,2.86,53.2,270,7
201502,Mono,7509.0,4.0,0.0,40.0,5.0,39843707.5,-4.86,2.86,53.2,270,7
201507,Tulare,7496.0,4.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201507,Madera,5702.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201507,Humboldt,5057.0,16.0,0.0,7.0,0.0,1924300.0,-4.85,0.66,75.0,0,233
201507,Modoc,5099.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201507,Sanbernardino,4304.0,0.0,0.0,68.0,4.0,16112600.0,-4.85,0.66,75.0,0,233
201508,Mono,3676.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201508,Alameda,2700.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201508,Sanluisobispo,2446.0,1.0,0.0,1.0,0.0,900000.0,-4.75,0.08,76.5,1,300
201507,Nevada,2304.0,6.0,0.0,2.0,1.0,802500.0,-4.85,0.66,75.0,0,233
201508,Sandiego,1905.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201506,Sanluisobispo,1791.0,4.0,0.0,23.0,0.0,20700000.0,-5.13,0.23,74.4,13,197
201506,Trinity,1542.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201507,Merced,2783.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201509,Monterey,1181.0,0.0,1.0,20.0,1.0,9840000.0,-4.48,0.33,72.1,7,237
201504,Riverside,1049.0,0.0,0.0,0.0,0.0,0.0,-5.53,1.06,56.7,236,18
201509,Butte,1114.0,1.0,0.0,1.0,0.0,248000.0,-4.48,0.33,72.1,7,237
201506,Madera,1555.0,0.0,0.0,3.0,0.0,597000.0,-5.13,0.23,74.4,13,197
201510,Butte,964.0,0.0,0.0,0.0,0.0,0.0,-4.48,0.9,65.0,48,111
201509,Lake,673.0,0.0,0.0,0.0,0.0,0.0,-4.48,0.33,72.1,7,237
201510,Sanbenito,670.0,3.0,0.0,0.0,0.0,0.0,-4.48,0.9,65.0,48,111
201508,Riverside,543.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201509,Mariposa,415.0,0.0,0.0,0.0,0.0,0.0,-4.48,0.33,72.1,7,237
201506,Losangeles,415.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201507,Butte,475.0,0.0,0.0,16.0,0.0,4240000.0,-4.85,0.66,75.0,0,233
201508,Losangeles,674.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201507,Amador,355.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201506,Alameda,353.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201508,Ventura,468.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201505,Merced,275.0,0.0,0.0,0.0,0.0,0.0,-5.11,0.93,60.8,196,23
201505,Alameda,242.0,0.0,0.0,0.0,0.0,0.0,-5.11,0.93,60.8,196,23
201507,Mendocino,300.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201509,Santaclara,215.0,0.0,0.0,0.0,0.0,0.0,-4.48,0.33,72.1,7,237
201507,Orange,214.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201507,Shasta,395.0,5.0,0.0,6.0,1.0,1514500.0,-4.85,0.66,75.0,0,233
201506,Santabarbara,211.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201507,Tuolumne,204.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201507,Losangeles,200.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201502,Siskiyou,200.0,0.0,0.0,0.0,0.0,0.0,-4.86,2.86,53.2,270,7
201507,Contracosta,195.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201507,Siskiyou,205.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201506,Sandiego,251.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201509,Fresno,170.0,0.0,0.0,0.0,0.0,0.0,-4.48,0.33,72.1,7,237
201507,Tehama,170.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201508,Kern,167.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201507,Sandiego,217.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201506,Ventura,164.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201506,Yuba,158.0,3.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201507,Solano,190.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201507,Riverside,171.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201508,Humboldt,146.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201504,Plumas,137.0,0.0,0.0,0.0,0.0,0.0,-5.53,1.06,56.7,236,18
201508,Trinity,128.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201506,Sanjoaquin,122.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201508,Calaveras,114.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201508,Tuolumne,112.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201506,Lassen,171.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201509,Sacramento,110.0,0.0,0.0,0.0,0.0,0.0,-4.48,0.33,72.1,7,237
201508,Tehama,110.0,0.0,0.0,1.0,0.0,156000.0,-4.75,0.08,76.5,1,300
201506,Placer,110.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201509,Shasta,109.0,0.0,0.0,0.0,0.0,0.0,-4.48,0.33,72.1,7,237
201509,Tuolumne,108.0,1.0,0.0,3.0,0.0,747000.0,-4.48,0.33,72.1,7,237
201507,Sanluisobispo,95.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201506,Riverside,165.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201508,Shasta,134.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201507,Eldorado,135.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201508,Siskiyou,69.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201506,Kern,67.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201508,Sanbernardino,120.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201506,Mariposa,85.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201506,Amador,60.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201510,Siskiyou,58.0,0.0,0.0,0.0,0.0,0.0,-4.48,0.9,65.0,48,111
201506,Tehama,55.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201508,Santabarbara,52.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201511,Ventura,79.0,0.0,0.0,0.0,0.0,0.0,-4.3,1.87,47.6,398,0
201509,Kern,45.0,0.0,0.0,0.0,0.0,0.0,-4.48,0.33,72.1,7,237
201507,Alameda,45.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201506,Fresno,45.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201506,Santaclara,42.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201509,Lassen,40.0,0.0,0.0,0.0,0.0,0.0,-4.48,0.33,72.1,7,237
201507,Stanislaus,40.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201506,Napa,93.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201509,Trinity,35.0,0.0,0.0,0.0,0.0,0.0,-4.48,0.33,72.1,7,237
201506,Mendocino,35.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201509,Nevada,30.0,0.0,0.0,0.0,0.0,0.0,-4.48,0.33,72.1,7,237
201508,Yuba,30.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.08,76.5,1,300
201507,Placer,26.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201507,Sanbenito,25.0,0.0,0.0,0.0,0.0,0.0,-4.85,0.66,75.0,0,233
201506,Lake,25.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201510,Santabarbara,21.0,0.0,0.0,0.0,0.0,0.0,-4.48,0.9,65.0,48,111
201506,Humboldt,20.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201506,Alpine,0.0,0.0,0.0,0.0,0.0,0.0,-5.13,0.23,74.4,13,197
201607,Monterey,132227.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201606,Kern,48080.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201608,Sanluisobispo,46344.0,1.0,0.0,70.0,8.0,66600000.0,-2.55,0.06,76.2,0,267
201608,Sanbernardino,44384.0,1.0,0.0,321.0,3.0,77561250.0,-2.55,0.06,76.2,0,267
201608,Siskiyou,34577.0,0.0,0.0,5.0,1.0,1124750.0,-2.55,0.06,76.2,0,267
201608,Santabarbara,32606.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201608,Kern,30244.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201609,Santabarbara,12733.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201606,Sandiego,7609.0,0.0,0.0,16.0,0.0,8960000.0,-1.88,0.27,73.5,14,201
201606,Santabarbara,7474.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201608,Fresno,7050.0,0.0,0.0,2.0,0.0,478000.0,-2.55,0.06,76.2,0,267
201608,Yolo,5731.0,0.0,0.0,2.0,0.0,820960.0,-2.55,0.06,76.2,0,267
201606,Eldorado,5671.0,3.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201606,Placer,5734.0,3.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201609,Inyo,5443.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201606,Losangeles,5399.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201611,Losangeles,4824.0,0.0,0.0,0.0,0.0,0.0,1.24,2.16,52.8,268,10
201609,Santaclara,4499.0,0.0,0.0,28.0,1.0,28500000.0,-2.7,0.1,69.5,21,145
201610,Tulare,4357.0,0.0,0.0,0.0,0.0,0.0,1.57,3.82,60.5,127,47
201608,Lake,4030.0,0.0,0.0,300.0,28.0,73633000.0,-2.55,0.06,76.2,0,267
201605,Monterey,3901.0,1.0,0.0,0.0,0.0,0.0,-1.89,0.77,62.2,159,33
201605,Sanluisobispo,3862.0,0.0,0.0,0.0,0.0,0.0,-1.89,0.77,62.2,159,33
201607,Fresno,5641.0,0.0,0.0,4.0,5.0,1532050.0,-2.3,0.06,76.8,1,282
201606,Siskiyou,2860.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201608,Mono,2941.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201609,Modoc,3032.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201609,Lassen,2575.0,1.0,0.0,7.0,0.0,1127630.0,-2.7,0.1,69.5,21,145
201606,Monterey,2642.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201606,Ventura,2304.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201610,Fresno,2100.0,0.0,0.0,0.0,0.0,0.0,1.57,3.82,60.5,127,47
201607,Kern,2698.0,3.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201609,Sonoma,1547.0,2.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201608,Riverside,1510.0,1.0,0.0,1.0,0.0,355000.0,-2.55,0.06,76.2,0,267
201606,Merced,1246.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201607,Sandiego,1373.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201607,Losangeles,1109.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201609,Tuolumne,1080.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201609,Butte,1010.0,3.0,0.0,3.0,0.0,825000.0,-2.7,0.1,69.5,21,145
201606,Mono,650.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201608,Humboldt,643.0,0.0,0.0,3.0,0.0,870000.0,-2.55,0.06,76.2,0,267
201608,Butte,638.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201606,Tehama,587.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201608,Calaveras,450.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201607,Shasta,441.0,1.0,0.0,1.0,0.0,229450.0,-2.3,0.06,76.8,1,282
201608,Yuba,400.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201608,Tulare,395.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201606,Amador,582.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201609,Tehama,360.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201607,Calaveras,743.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201609,Kern,306.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201609,Sutter,300.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201605,Fresno,410.0,0.0,0.0,0.0,0.0,0.0,-1.89,0.77,62.2,159,33
201606,Yolo,277.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201609,Plumas,248.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201606,Sanbenito,350.0,0.0,0.0,2.0,0.0,1023000.0,-1.88,0.27,73.5,14,201
201606,Lake,215.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201606,Alameda,211.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201610,Eldorado,176.0,0.0,0.0,0.0,0.0,0.0,1.57,3.82,60.5,127,47
201607,Riverside,173.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201605,Placer,169.0,0.0,0.0,0.0,0.0,0.0,-1.89,0.77,62.2,159,33
201609,Fresno,228.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201605,Losangeles,156.0,0.0,0.0,0.0,0.0,0.0,-1.89,0.77,62.2,159,33
201604,Fresno,151.0,0.0,0.0,0.0,0.0,0.0,-2.1,1.52,57.9,213,22
201609,Delnorte,150.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201608,Orange,150.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201608,Sanjoaquin,147.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201608,Stanislaus,240.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201606,Riverside,139.0,1.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201606,Stanislaus,120.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201607,Santaclara,114.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201606,Butte,161.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201607,Madera,221.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201609,Shasta,175.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201608,Santaclara,125.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201607,Sanbenito,95.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201605,Butte,121.0,0.0,0.0,0.0,0.0,0.0,-1.89,0.77,62.2,159,33
201607,Tehama,99.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201607,Sacramento,87.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201606,Sanluisobispo,86.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201608,Madera,85.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201605,Tuolumne,85.0,0.0,0.0,0.0,0.0,0.0,-1.89,0.77,62.2,159,33
201607,Yolo,84.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201606,Calaveras,116.0,1.0,0.0,2.0,1.0,787500.0,-1.88,0.27,73.5,14,201
201608,Tehama,80.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201607,Ventura,138.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201605,Sandiego,70.0,3.0,0.0,7.0,0.0,3955000.0,-1.89,0.77,62.2,159,33
201607,Lake,94.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201610,Napa,65.0,0.0,0.0,0.0,0.0,0.0,1.57,3.82,60.5,127,47
201607,Solano,57.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201605,Siskiyou,56.0,0.0,0.0,0.0,0.0,0.0,-1.89,0.77,62.2,159,33
201609,Mendocino,50.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201609,Sanbernardino,70.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201607,Eldorado,50.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201604,Ventura,50.0,0.0,0.0,0.0,0.0,0.0,-2.1,1.52,57.9,213,22
201609,Nevada,85.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201606,Orange,47.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201609,Amador,45.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201605,Kern,43.0,0.0,0.0,0.0,0.0,0.0,-1.89,0.77,62.2,159,33
201607,Lassen,42.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201609,Sacramento,40.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201607,Contracosta,40.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201608,Mendocino,36.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201608,Sandiego,35.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201608,Shasta,35.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201607,Butte,35.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201609,Siskiyou,32.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.1,69.5,21,145
201607,Tuolumne,32.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201606,Sacramento,32.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201607,Inyo,30.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201604,Merced,30.0,0.0,0.0,0.0,0.0,0.0,-2.1,1.52,57.9,213,22
201611,Sandiego,28.0,0.0,0.0,0.0,0.0,0.0,1.24,2.16,52.8,268,10
201608,Amador,45.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201607,Siskiyou,49.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.06,76.8,1,282
201608,Eldorado,25.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201606,Shasta,24.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201605,Ventura,20.0,0.0,0.0,0.0,0.0,0.0,-1.89,0.77,62.2,159,33
201605,Shasta,11.0,0.0,0.0,0.0,0.0,0.0,-1.89,0.77,62.2,159,33
201608,Alpine,0.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.06,76.2,0,267
201606,Tulare,0.0,0.0,0.0,0.0,0.0,0.0,-1.88,0.27,73.5,14,201
201604,Losangeles,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,1.52,57.9,213,22
201712,Santabarbara,281921.0,0.0,0.0,1063.0,280.0,878190000.0,-2.63,0.3,47.5,400,3
201712,Ventura,281893.0,0.0,0.0,1063.0,280.0,775935000.0,-2.63,0.3,47.5,400,3
201707,Lassen,83733.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.09,78.8,0,336
201707,Modoc,83545.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.09,78.8,0,336
201707,Mariposa,82087.0,0.0,0.0,131.0,22.0,37275000.0,-0.75,0.09,78.8,0,336
201708,Siskiyou,121759.0,0.0,0.0,0.0,0.0,0.0,-0.98,0.27,77.9,0,320
201710,Napa,144987.0,0.0,31.0,7111.0,1272.0,5027803000.0,-1.55,0.34,62.0,87,76
201710,Sonoma,114368.0,0.0,25.0,6997.0,491.0,4671412500.0,-1.55,0.34,62.0,87,76
201710,Solano,51724.0,0.0,6.0,120.0,783.0,212272500.0,-1.55,0.34,62.0,87,76
201707,Kings,48889.0,0.0,0.0,1.0,0.0,222000.0,-0.75,0.09,78.8,0,336
201708,Tulare,38851.0,5.0,0.0,2.0,0.0,449800.0,-0.98,0.27,77.9,0,320
201710,Mendocino,36523.0,1.0,9.0,546.0,44.0,230040000.0,-1.55,0.34,62.0,87,76
201707,Sanluisobispo,31098.0,0.0,0.0,0.0,1.0,450000.0,-0.75,0.09,78.8,0,336
201707,Siskiyou,27900.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.09,78.8,0,336
201708,Trinity,26646.0,0.0,0.0,0.0,0.0,0.0,-0.98,0.27,77.9,0,320
201709,Tulare,18900.0,0.0,0.0,0.0,0.0,0.0,-0.96,0.43,69.8,16,161
201708,Lassen,26206.0,0.0,0.0,0.0,0.0,0.0,-0.98,0.27,77.9,0,320
201707,Santabarbara,18480.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.09,78.8,0,336
201706,Tulare,16505.0,6.0,0.0,0.0,0.0,0.0,-0.26,0.26,72.8,17,180
